pap_pro_id,exam_id,exam_paper_id,exam_param_id,problem_id,order,last_submit_time,submit_id,is_aced,used_time,submit_count,score,create_time,modify_time,modify_user_id,know_name
114870,133,22619,829,629,0,2022-01-05 09:50:30,444478,1,330,1,6,2022-01-05 09:27:57,2022-01-05 09:50:31,-1,动态规划
114871,133,22619,830,32,1,2022-01-05 09:56:48,444534,1,708,1,6,2022-01-05 09:27:57,2022-01-05 09:56:49,-1,动态规划
114872,133,22619,831,35,2,2022-01-05 11:45:43,448975,5,0,34,1.2,2022-01-05 09:27:57,2022-01-05 11:45:45,-1,贪心策略
114873,133,22619,832,449,3,2022-01-05 11:07:22,447464,1,28942,21,6,2022-01-05 09:27:57,2022-01-05 11:07:23,-1,时空权衡
114874,133,22619,833,445,4,2022-01-05 10:55:48,446966,1,4248,1,6,2022-01-05 09:27:57,2022-01-05 10:55:49,-1,迭代改进
114865,133,22620,829,629,0,2022-01-05 10:03:28,444661,1,1108,1,6,2022-01-05 09:27:57,2022-01-05 10:03:30,-1,动态规划
114866,133,22620,830,33,1,,,0,0,0,0,2022-01-05 09:27:57,2022-01-05 09:27:57,3088,动态规划
114867,133,22620,831,41,2,2022-01-05 10:09:07,444902,1,2647,2,6,2022-01-05 09:27:57,2022-01-05 10:09:10,-1,贪心策略
114868,133,22620,832,449,3,2022-01-05 12:06:33,449576,5,0,13,0,2022-01-05 09:27:57,2022-01-05 12:06:36,-1,时空权衡
114869,133,22620,833,134,4,2022-01-05 11:23:24,448115,2,0,1,5,2022-01-05 09:27:57,2022-01-14 17:18:20,3088,迭代改进
114860,133,22621,829,3,0,2022-01-05 11:32:14,448472,1,6434,1,6,2022-01-05 09:27:57,2022-01-05 11:32:16,-1,动态规划
114861,133,22621,830,33,1,2022-01-05 10:49:17,446685,5,0,2,4.32,2022-01-05 09:27:57,2022-01-05 10:49:18,-1,动态规划
114862,133,22621,831,41,2,2022-01-05 10:02:48,444633,2,0,2,4,2022-01-05 09:27:57,2022-01-14 17:30:43,3088,贪心策略
114863,133,22621,832,449,3,2022-01-05 10:30:29,445851,2,0,5,4,2022-01-05 09:27:57,2022-01-14 17:30:41,3088,时空权衡
114864,133,22621,833,445,4,2022-01-05 10:20:42,445443,1,2142,1,6,2022-01-05 09:27:57,2022-01-05 10:20:43,-1,迭代改进
114855,133,22622,829,3,0,2022-01-05 10:35:44,446091,8,0,1,0,2022-01-05 09:27:57,2022-01-05 10:35:44,-1,动态规划
114856,133,22622,830,32,1,,,0,0,0,0,2022-01-05 09:27:57,2022-01-05 09:27:57,3088,动态规划
114857,133,22622,831,41,2,,,0,0,0,0,2022-01-05 09:27:57,2022-01-05 09:27:57,3088,贪心策略
114858,133,22622,832,31,3,,,0,0,0,0,2022-01-05 09:27:57,2022-01-05 09:27:57,3088,时空权衡
114859,133,22622,833,445,4,2022-01-05 10:31:59,445924,8,0,2,0,2022-01-05 09:27:57,2022-01-05 10:31:59,-1,迭代改进
114850,133,22623,829,3,0,2022-01-05 11:19:50,447984,1,8090,3,6,2022-01-05 09:27:57,2022-01-05 11:19:51,-1,动态规划
114851,133,22623,830,33,1,2022-01-05 11:29:37,448350,3,0,1,1.68,2022-01-05 09:27:57,2022-01-05 11:29:46,-1,动态规划
114852,133,22623,831,35,2,2022-01-05 12:02:03,449426,5,0,1,0.6,2022-01-05 09:27:57,2022-01-05 12:02:04,-1,贪心策略
114853,133,22623,832,449,3,2022-01-05 10:57:01,447021,2,0,9,4,2022-01-05 09:27:57,2022-01-14 17:30:33,3088,时空权衡
114854,133,22623,833,134,4,2022-01-05 11:52:12,449137,1,16032,8,6,2022-01-05 09:27:57,2022-01-05 11:52:13,-1,迭代改进
114845,133,22624,829,3,0,,,0,0,0,0,2022-01-05 09:27:57,2022-01-05 09:27:57,3088,动态规划
114846,133,22624,830,32,1,2022-01-05 10:07:26,444836,1,2546,2,6,2022-01-05 09:27:57,2022-01-05 10:07:27,-1,动态规划
114847,133,22624,831,35,2,2022-01-05 12:09:02,449685,8,0,1,0,2022-01-05 09:27:57,2022-01-05 12:09:02,-1,贪心策略
114848,133,22624,832,449,3,2022-01-05 11:28:29,448300,5,0,23,0,2022-01-05 09:27:57,2022-01-05 11:28:30,-1,时空权衡
114849,133,22624,833,445,4,2022-01-05 11:15:42,447820,5,0,6,1.2,2022-01-05 09:27:57,2022-01-05 11:15:43,-1,迭代改进
114840,133,22625,829,628,0,2022-01-05 11:04:19,447333,2,0,4,4,2022-01-05 09:27:57,2022-01-14 17:30:17,3088,动态规划
114841,133,22625,830,32,1,2022-01-05 09:59:27,444567,1,867,1,6,2022-01-05 09:27:57,2022-01-05 09:59:29,-1,动态规划
114842,133,22625,831,41,2,2022-01-05 10:04:49,444711,2,0,3,4,2022-01-05 09:27:57,2022-01-14 17:30:18,3088,贪心策略
114843,133,22625,832,31,3,2022-01-05 11:17:43,447882,5,0,12,0,2022-01-05 09:27:57,2022-01-05 11:17:44,-1,时空权衡
114844,133,22625,833,134,4,2022-01-05 11:07:26,447469,5,0,4,0.96,2022-01-05 09:27:57,2022-01-05 11:07:28,-1,迭代改进
114835,133,22626,829,628,0,,,0,0,0,0,2022-01-05 09:27:57,2022-01-05 09:27:57,3088,动态规划
114836,133,22626,830,33,1,,,0,0,0,0,2022-01-05 09:27:57,2022-01-05 09:27:57,3088,动态规划
114837,133,22626,831,35,2,,,0,0,0,0,2022-01-05 09:27:57,2022-01-05 09:27:57,3088,贪心策略
114838,133,22626,832,31,3,,,0,0,0,0,2022-01-05 09:27:57,2022-01-05 09:27:57,3088,时空权衡
114839,133,22626,833,134,4,,,0,0,0,0,2022-01-05 09:27:57,2022-01-05 09:27:57,3088,迭代改进
114830,133,22627,829,629,0,2022-01-05 10:42:16,446384,1,4636,2,6,2022-01-05 09:27:57,2022-01-05 10:42:17,-1,动态规划
114831,133,22627,830,33,1,2022-01-05 11:32:38,448486,5,0,3,2.52,2022-01-05 09:27:57,2022-01-05 11:32:40,-1,动态规划
114832,133,22627,831,41,2,2022-01-05 10:38:35,446199,1,5615,3,6,2022-01-05 09:27:57,2022-01-05 10:38:38,-1,贪心策略
114833,133,22627,832,31,3,2022-01-05 11:24:46,448160,5,0,13,0,2022-01-05 09:27:57,2022-01-05 11:24:48,-1,时空权衡
114834,133,22627,833,445,4,2022-01-05 11:35:16,448572,2,0,9,4,2022-01-05 09:27:57,2022-01-14 17:30:10,3088,迭代改进
114825,133,22628,829,3,0,2022-01-05 11:24:10,448141,5,0,5,0,2022-01-05 09:27:57,2022-01-05 11:24:12,-1,动态规划
114826,133,22628,830,32,1,2022-01-05 10:08:57,444892,1,1437,1,6,2022-01-05 09:27:57,2022-01-05 10:09:00,-1,动态规划
114827,133,22628,831,41,2,2022-01-05 10:25:38,445644,1,13238,10,6,2022-01-05 09:27:57,2022-01-05 10:25:40,-1,贪心策略
114828,133,22628,832,449,3,2022-01-05 10:57:33,447055,2,0,6,4,2022-01-05 09:27:57,2022-01-14 17:30:05,3088,时空权衡
114829,133,22628,833,445,4,2022-01-05 10:54:52,446926,1,4192,1,6,2022-01-05 09:27:57,2022-01-05 10:54:55,-1,迭代改进
114820,133,22629,829,629,0,2022-01-05 09:53:06,444494,1,1686,2,6,2022-01-05 09:27:57,2022-01-05 09:53:06,-1,动态规划
114821,133,22629,830,32,1,2022-01-05 09:59:47,444578,1,2087,2,6,2022-01-05 09:27:57,2022-01-05 09:59:48,-1,动态规划
114822,133,22629,831,35,2,2022-01-05 10:03:16,444655,5,0,4,0.6,2022-01-05 09:27:57,2022-01-05 10:03:17,-1,贪心策略
114823,133,22629,832,449,3,2022-01-05 10:11:19,445006,2,0,4,5,2022-01-05 09:27:57,2022-01-14 17:16:46,3088,时空权衡
114824,133,22629,833,134,4,2022-01-05 11:09:21,447546,1,19461,13,6,2022-01-05 09:27:57,2022-01-05 11:09:22,-1,迭代改进
114815,133,22630,829,629,0,2022-01-05 12:09:04,449687,5,0,12,0,2022-01-05 09:27:57,2022-01-05 12:09:04,-1,动态规划
114816,133,22630,830,32,1,2022-01-05 10:07:12,444825,1,1332,1,6,2022-01-05 09:27:57,2022-01-05 10:07:13,-1,动态规划
114817,133,22630,831,35,2,2022-01-05 10:32:14,445937,5,0,2,0.6,2022-01-05 09:27:57,2022-01-05 10:32:15,-1,贪心策略
114818,133,22630,832,31,3,2022-01-05 11:12:52,447703,5,0,8,0,2022-01-05 09:27:57,2022-01-05 11:12:52,-1,时空权衡
114819,133,22630,833,445,4,2022-01-05 10:27:47,445727,1,2567,1,6,2022-01-05 09:27:57,2022-01-05 10:27:48,-1,迭代改进
114810,133,22631,829,628,0,,,0,0,0,0,2022-01-05 09:27:57,2022-01-05 09:27:57,3088,动态规划
114811,133,22631,830,33,1,,,0,0,0,0,2022-01-05 09:27:57,2022-01-05 09:27:57,3088,动态规划
114812,133,22631,831,35,2,,,0,0,0,0,2022-01-05 09:27:57,2022-01-05 09:27:57,3088,贪心策略
114813,133,22631,832,449,3,,,0,0,0,0,2022-01-05 09:27:57,2022-01-05 09:27:57,3088,时空权衡
114814,133,22631,833,134,4,,,0,0,0,0,2022-01-05 09:27:57,2022-01-05 09:27:57,3088,迭代改进
114805,133,22632,829,629,0,2022-01-05 10:25:19,445629,8,0,1,0,2022-01-05 09:27:57,2022-01-05 10:25:19,-1,动态规划
114806,133,22632,830,32,1,,,0,0,0,0,2022-01-05 09:27:57,2022-01-05 09:27:57,3088,动态规划
114807,133,22632,831,35,2,,,0,0,0,0,2022-01-05 09:27:57,2022-01-05 09:27:57,3088,贪心策略
114808,133,22632,832,31,3,,,0,0,0,0,2022-01-05 09:27:57,2022-01-05 09:27:57,3088,时空权衡
114809,133,22632,833,445,4,2022-01-05 10:22:36,445522,8,0,1,0,2022-01-05 09:27:57,2022-01-05 10:22:36,-1,迭代改进
114800,133,22633,829,629,0,2022-01-05 10:55:15,446943,1,4215,1,6,2022-01-05 09:27:57,2022-01-05 10:55:17,-1,动态规划
114801,133,22633,830,33,1,,,0,0,0,0,2022-01-05 09:27:57,2022-01-05 09:27:57,3088,动态规划
114802,133,22633,831,41,2,2022-01-05 10:08:39,444880,1,2619,2,6,2022-01-05 09:27:57,2022-01-05 10:08:42,-1,贪心策略
114803,133,22633,832,449,3,2022-01-05 11:59:46,449363,5,0,22,0,2022-01-05 09:27:57,2022-01-05 11:59:49,-1,时空权衡
114804,133,22633,833,445,4,2022-01-05 10:38:19,446184,1,6799,4,6,2022-01-05 09:27:57,2022-01-05 10:38:22,-1,迭代改进
114795,133,22634,829,628,0,,,0,0,0,0,2022-01-05 09:27:57,2022-01-05 09:27:57,3088,动态规划
114796,133,22634,830,32,1,,,0,0,0,0,2022-01-05 09:27:57,2022-01-05 09:27:57,3088,动态规划
114797,133,22634,831,35,2,,,0,0,0,0,2022-01-05 09:27:57,2022-01-05 09:27:57,3088,贪心策略
114798,133,22634,832,449,3,,,0,0,0,0,2022-01-05 09:27:57,2022-01-05 09:27:57,3088,时空权衡
114799,133,22634,833,445,4,,,0,0,0,0,2022-01-05 09:27:57,2022-01-05 09:27:57,3088,迭代改进
114790,133,22635,829,3,0,2022-01-05 11:36:03,448611,8,0,3,0,2022-01-05 09:27:57,2022-01-05 11:36:03,-1,动态规划
114791,133,22635,830,32,1,2022-01-05 10:34:51,446054,1,16191,12,6,2022-01-05 09:27:57,2022-01-05 10:34:52,-1,动态规划
114792,133,22635,831,41,2,2022-01-05 10:16:19,445236,1,5479,4,6,2022-01-05 09:27:57,2022-01-05 10:16:20,-1,贪心策略
114793,133,22635,832,31,3,2022-01-05 11:41:58,448868,5,0,10,3,2022-01-05 09:27:57,2022-01-05 11:42:01,-1,时空权衡
114794,133,22635,833,445,4,2022-01-05 10:00:00,444583,1,900,1,6,2022-01-05 09:27:57,2022-01-05 10:00:00,-1,迭代改进
114785,133,22636,829,3,0,2022-01-05 12:07:54,449627,5,0,2,0,2022-01-05 09:27:57,2022-01-05 12:07:55,-1,动态规划
114786,133,22636,830,32,1,2022-01-05 12:01:57,449424,1,20217,11,6,2022-01-05 09:27:57,2022-01-05 12:01:57,-1,动态规划
114787,133,22636,831,35,2,,,0,0,0,0,2022-01-05 09:27:57,2022-01-05 09:27:57,3088,贪心策略
114788,133,22636,832,449,3,2022-01-05 12:09:00,449682,5,0,22,0,2022-01-05 09:27:57,2022-01-05 12:09:00,-1,时空权衡
114789,133,22636,833,445,4,2022-01-05 11:42:59,448907,5,0,2,0,2022-01-05 09:27:57,2022-01-05 11:42:59,-1,迭代改进
114780,133,22637,829,629,0,2022-01-05 10:51:28,446769,1,9988,6,6,2022-01-05 09:27:57,2022-01-05 10:51:28,-1,动态规划
114781,133,22637,830,33,1,2022-01-05 11:32:35,448482,5,0,5,0,2022-01-05 09:27:57,2022-01-05 11:32:37,-1,动态规划
114782,133,22637,831,41,2,2022-01-05 11:44:37,448952,2,0,12,5,2022-01-05 09:27:57,2022-01-14 17:16:10,3088,贪心策略
114783,133,22637,832,31,3,,,0,0,0,0,2022-01-05 09:27:57,2022-01-05 09:27:57,3088,时空权衡
114784,133,22637,833,445,4,,,0,0,0,0,2022-01-05 09:27:57,2022-01-05 09:27:57,3088,迭代改进
114775,133,22638,829,628,0,2022-01-05 09:54:11,444504,1,2951,3,6,2022-01-05 09:27:57,2022-01-05 09:54:13,-1,动态规划
114776,133,22638,830,32,1,2022-01-05 10:22:27,445512,1,4647,3,6,2022-01-05 09:27:57,2022-01-05 10:22:29,-1,动态规划
114777,133,22638,831,41,2,2022-01-05 10:04:27,444689,1,2367,2,6,2022-01-05 09:27:57,2022-01-05 10:04:29,-1,贪心策略
114778,133,22638,832,31,3,2022-01-05 11:17:34,447879,5,0,10,0,2022-01-05 09:27:57,2022-01-05 11:17:36,-1,时空权衡
114779,133,22638,833,445,4,2022-01-05 10:39:56,446269,1,5696,3,6,2022-01-05 09:27:57,2022-01-05 10:39:58,-1,迭代改进
114770,133,22639,829,629,0,2022-01-05 10:00:35,444597,1,4535,4,6,2022-01-05 09:27:57,2022-01-05 10:00:36,-1,动态规划
114771,133,22639,830,33,1,2022-01-05 11:26:08,448198,5,0,1,0.84,2022-01-05 09:27:57,2022-01-05 11:26:09,-1,动态规划
114772,133,22639,831,35,2,2022-01-05 11:36:34,448633,5,0,10,1.8,2022-01-05 09:27:57,2022-01-05 11:36:35,-1,贪心策略
114773,133,22639,832,449,3,2022-01-05 10:56:19,446985,1,10279,6,6,2022-01-05 09:27:57,2022-01-05 10:56:20,-1,时空权衡
114774,133,22639,833,134,4,2022-01-05 11:22:09,448079,6,0,1,3.84,2022-01-05 09:27:57,2022-01-05 11:22:10,-1,迭代改进
114765,133,22640,829,629,0,,,0,0,0,0,2022-01-05 09:27:57,2022-01-05 09:27:57,3088,动态规划
114766,133,22640,830,33,1,,,0,0,0,0,2022-01-05 09:27:57,2022-01-05 09:27:57,3088,动态规划
114767,133,22640,831,41,2,,,0,0,0,0,2022-01-05 09:27:57,2022-01-05 09:27:57,3088,贪心策略
114768,133,22640,832,449,3,,,0,0,0,0,2022-01-05 09:27:57,2022-01-05 09:27:57,3088,时空权衡
114769,133,22640,833,134,4,,,0,0,0,0,2022-01-05 09:27:57,2022-01-05 09:27:57,3088,迭代改进
114760,133,22641,829,628,0,2022-01-05 09:54:57,444514,1,1797,2,6,2022-01-05 09:27:57,2022-01-05 09:54:58,-1,动态规划
114761,133,22641,830,32,1,2022-01-05 09:57:56,444549,1,3176,3,6,2022-01-05 09:27:57,2022-01-05 09:57:57,-1,动态规划
114762,133,22641,831,35,2,2022-01-05 10:09:25,444913,1,1465,1,6,2022-01-05 09:27:57,2022-01-05 10:09:26,-1,贪心策略
114763,133,22641,832,449,3,2022-01-05 10:14:14,445145,1,4154,3,6,2022-01-05 09:27:57,2022-01-05 10:14:14,-1,时空权衡
114764,133,22641,833,134,4,2022-01-05 11:51:16,449105,5,0,13,3.84,2022-01-05 09:27:57,2022-01-05 11:51:17,-1,迭代改进
114755,133,22642,829,628,0,2022-01-05 10:38:21,446185,1,4401,2,6,2022-01-05 09:27:57,2022-01-05 10:38:23,-1,动态规划
114756,133,22642,830,32,1,2022-01-05 11:15:33,447812,5,0,1,0.48,2022-01-05 09:27:57,2022-01-05 11:15:36,-1,动态规划
114757,133,22642,831,41,2,2022-01-05 09:56:07,444527,1,1867,2,6,2022-01-05 09:27:57,2022-01-05 09:56:09,-1,贪心策略
114758,133,22642,832,31,3,2022-01-05 10:10:39,444970,5,0,7,0,2022-01-05 09:27:57,2022-01-05 10:10:42,-1,时空权衡
114759,133,22642,833,445,4,2022-01-05 10:27:09,445702,1,2529,1,6,2022-01-05 09:27:57,2022-01-05 10:27:11,-1,迭代改进
114750,133,22643,829,628,0,2022-01-05 10:29:52,445830,1,15892,12,6,2022-01-05 09:27:57,2022-01-05 10:29:54,-1,动态规划
114751,133,22643,830,32,1,2022-01-05 10:36:46,446127,1,4306,2,6,2022-01-05 09:27:57,2022-01-05 10:36:49,-1,动态规划
114752,133,22643,831,41,2,2022-01-05 12:10:42,449752,5,0,24,1.14,2022-01-05 09:27:57,2022-01-05 12:10:45,-1,贪心策略
114753,133,22643,832,31,3,2022-01-05 11:33:45,448512,6,0,10,0,2022-01-05 09:27:57,2022-01-05 11:33:47,-1,时空权衡
114754,133,22643,833,445,4,2022-01-05 10:44:33,446488,1,3573,1,6,2022-01-05 09:27:57,2022-01-05 10:44:35,-1,迭代改进
114745,133,22644,829,3,0,,,0,0,0,0,2022-01-05 09:27:57,2022-01-05 09:27:57,3088,动态规划
114746,133,22644,830,32,1,2022-01-05 12:10:14,449735,5,0,1,0,2022-01-05 09:27:57,2022-01-05 12:10:17,-1,动态规划
114747,133,22644,831,41,2,2022-01-05 10:17:06,445270,1,11526,9,6,2022-01-05 09:27:57,2022-01-05 10:17:08,-1,贪心策略
114748,133,22644,832,31,3,2022-01-05 11:52:10,449134,5,0,2,0,2022-01-05 09:27:57,2022-01-05 11:52:12,-1,时空权衡
114749,133,22644,833,445,4,2022-01-05 10:35:48,446094,1,5448,3,6,2022-01-05 09:27:57,2022-01-05 10:35:51,-1,迭代改进
114740,133,22645,829,628,0,2022-01-05 10:12:09,445052,1,5229,4,6,2022-01-05 09:27:57,2022-01-05 10:12:10,-1,动态规划
114741,133,22645,830,32,1,2022-01-05 10:18:02,445316,1,4382,3,6,2022-01-05 09:27:57,2022-01-05 10:18:03,-1,动态规划
114742,133,22645,831,35,2,2022-01-05 11:20:46,448013,5,0,1,0.6,2022-01-05 09:27:57,2022-01-05 11:20:46,-1,贪心策略
114743,133,22645,832,31,3,2022-01-05 11:19:28,447965,5,0,1,0,2022-01-05 09:27:57,2022-01-05 11:19:28,-1,时空权衡
114744,133,22645,833,134,4,2022-01-05 11:59:06,449341,5,0,2,0.96,2022-01-05 09:27:57,2022-01-05 11:59:07,-1,迭代改进
114735,133,22646,829,629,0,2022-01-05 10:24:09,445586,1,2349,1,6,2022-01-05 09:27:57,2022-01-05 10:24:11,-1,动态规划
114736,133,22646,830,33,1,2022-01-05 11:50:15,449075,1,8690,3,6,2022-01-05 09:27:57,2022-01-05 11:50:18,-1,动态规划
114737,133,22646,831,35,2,2022-01-05 10:47:38,446621,1,4958,2,6,2022-01-05 09:27:57,2022-01-05 10:47:40,-1,贪心策略
114738,133,22646,832,449,3,2022-01-05 10:12:07,445051,1,4027,3,6,2022-01-05 09:27:57,2022-01-05 10:12:10,-1,时空权衡
114739,133,22646,833,445,4,2022-01-05 10:04:40,444703,1,1180,1,6,2022-01-05 09:27:57,2022-01-05 10:04:42,-1,迭代改进
114730,133,22647,829,628,0,,,0,0,0,0,2022-01-05 09:27:57,2022-01-05 09:27:57,3088,动态规划
114731,133,22647,830,32,1,2022-01-05 11:29:42,448356,1,8682,3,6,2022-01-05 09:27:57,2022-01-05 11:29:44,-1,动态规划
114732,133,22647,831,35,2,,,0,0,0,0,2022-01-05 09:27:57,2022-01-05 09:27:57,3088,贪心策略
114733,133,22647,832,31,3,,,0,0,0,0,2022-01-05 09:27:57,2022-01-05 09:27:57,3088,时空权衡
114734,133,22647,833,134,4,,,0,0,0,0,2022-01-05 09:27:57,2022-01-05 09:27:57,3088,迭代改进
114725,133,22648,829,628,0,2022-01-05 10:03:23,444657,1,2303,2,6,2022-01-05 09:27:57,2022-01-05 10:03:23,-1,动态规划
114726,133,22648,830,33,1,2022-01-05 12:14:43,449865,3,0,8,2.52,2022-01-05 09:27:57,2022-01-05 12:14:52,-1,动态规划
114727,133,22648,831,41,2,2022-01-05 10:12:01,445045,1,2821,2,6,2022-01-05 09:27:57,2022-01-05 10:12:02,-1,贪心策略
114728,133,22648,832,449,3,2022-01-05 12:12:14,449793,2,0,26,4,2022-01-05 09:27:57,2022-01-14 17:28:30,3088,时空权衡
114729,133,22648,833,445,4,2022-01-05 12:10:31,449744,5,0,8,3.6,2022-01-05 09:27:57,2022-01-05 12:10:32,-1,迭代改进
114720,133,22649,829,629,0,2022-01-05 10:01:39,444611,1,999,1,6,2022-01-05 09:27:57,2022-01-05 10:01:40,-1,动态规划
114721,133,22649,830,32,1,2022-01-05 10:04:18,444685,1,1158,1,6,2022-01-05 09:27:57,2022-01-05 10:04:19,-1,动态规划
114722,133,22649,831,41,2,2022-01-05 10:07:56,444859,1,2576,2,6,2022-01-05 09:27:57,2022-01-05 10:07:57,-1,贪心策略
114723,133,22649,832,449,3,2022-01-05 10:12:31,445075,1,8851,7,6,2022-01-05 09:27:57,2022-01-05 10:12:32,-1,时空权衡
114724,133,22649,833,134,4,2022-01-05 10:34:58,446062,1,4198,2,6,2022-01-05 09:27:57,2022-01-05 10:34:59,-1,迭代改进
114715,133,22650,829,628,0,2022-01-05 10:06:40,444806,1,3700,3,6,2022-01-05 09:27:57,2022-01-05 10:06:40,-1,动态规划
114716,133,22650,830,33,1,2022-01-05 12:14:04,449847,5,0,10,0,2022-01-05 09:27:57,2022-01-05 12:14:05,-1,动态规划
114717,133,22650,831,35,2,2022-01-05 10:16:27,445245,1,3087,2,6,2022-01-05 09:27:57,2022-01-05 10:16:28,-1,贪心策略
114718,133,22650,832,449,3,2022-01-05 10:27:09,445703,1,20529,16,6,2022-01-05 09:27:57,2022-01-05 10:27:10,-1,时空权衡
114719,133,22650,833,134,4,2022-01-05 12:06:11,449557,5,0,7,0,2022-01-05 09:27:57,2022-01-05 12:06:12,-1,迭代改进
114710,133,22651,829,629,0,2022-01-05 10:04:15,444682,1,1155,1,6,2022-01-05 09:27:57,2022-01-05 10:04:16,-1,动态规划
114711,133,22651,830,32,1,2022-01-05 10:11:57,445044,1,1617,1,6,2022-01-05 09:27:57,2022-01-05 10:11:58,-1,动态规划
114712,133,22651,831,41,2,2022-01-05 10:15:38,445209,1,4238,3,6,2022-01-05 09:27:57,2022-01-05 10:15:40,-1,贪心策略
114713,133,22651,832,31,3,2022-01-05 10:42:50,446418,5,0,4,0,2022-01-05 09:27:57,2022-01-05 10:42:50,-1,时空权衡
114714,133,22651,833,445,4,2022-01-05 10:22:24,445511,1,2244,1,6,2022-01-05 09:27:57,2022-01-05 10:22:25,-1,迭代改进
114705,133,22652,829,629,0,2022-01-05 10:12:16,445058,1,1636,1,6,2022-01-05 09:27:57,2022-01-05 10:12:18,-1,动态规划
114706,133,22652,830,33,1,2022-01-05 11:22:56,448100,1,10676,5,6,2022-01-05 09:27:57,2022-01-05 11:22:59,-1,动态规划
114707,133,22652,831,35,2,2022-01-05 11:49:12,449046,5,0,3,0.6,2022-01-05 09:27:57,2022-01-05 11:49:14,-1,贪心策略
114708,133,22652,832,449,3,2022-01-05 10:20:40,445440,1,4540,3,6,2022-01-05 09:27:57,2022-01-05 10:20:42,-1,时空权衡
114709,133,22652,833,445,4,2022-01-05 10:10:47,444976,1,1547,1,6,2022-01-05 09:27:57,2022-01-05 10:10:50,-1,迭代改进
114700,133,22653,829,628,0,2022-01-05 11:32:22,448475,5,0,12,0,2022-01-05 09:27:57,2022-01-05 11:32:24,-1,动态规划
114701,133,22653,830,33,1,,,0,0,0,0,2022-01-05 09:27:57,2022-01-05 09:27:57,3088,动态规划
114702,133,22653,831,35,2,,,0,0,0,0,2022-01-05 09:27:57,2022-01-05 09:27:57,3088,贪心策略
114703,133,22653,832,449,3,2022-01-05 11:19:41,447978,1,10481,5,6,2022-01-05 09:27:57,2022-01-05 11:19:43,-1,时空权衡
114704,133,22653,833,445,4,2022-01-05 11:28:49,448314,1,9829,4,6,2022-01-05 09:27:57,2022-01-05 11:28:51,-1,迭代改进
114695,133,22654,829,629,0,2022-01-05 10:04:52,444713,1,1192,1,6,2022-01-05 09:27:57,2022-01-05 10:04:54,-1,动态规划
114696,133,22654,830,33,1,2022-01-05 10:15:19,445192,5,0,1,0.84,2022-01-05 09:27:57,2022-01-05 10:15:21,-1,动态规划
114697,133,22654,831,35,2,2022-01-05 11:21:22,448038,5,0,2,0.6,2022-01-05 09:27:57,2022-01-05 11:21:24,-1,贪心策略
114698,133,22654,832,449,3,2022-01-05 11:34:05,448525,1,16145,9,6,2022-01-05 09:27:57,2022-01-05 11:34:07,-1,时空权衡
114699,133,22654,833,134,4,,,0,0,0,0,2022-01-05 09:27:57,2022-01-05 09:27:57,3088,迭代改进
114690,133,22655,829,3,0,,,0,0,0,0,2022-01-05 09:27:57,2022-01-05 09:27:57,3088,动态规划
114691,133,22655,830,33,1,,,0,0,0,0,2022-01-05 09:27:57,2022-01-05 09:27:57,3088,动态规划
114692,133,22655,831,41,2,2022-01-05 10:11:50,445034,1,4010,3,6,2022-01-05 09:27:57,2022-01-05 10:11:52,-1,贪心策略
114693,133,22655,832,449,3,2022-01-05 11:58:20,449313,1,33200,22,6,2022-01-05 09:27:57,2022-01-05 11:58:22,-1,时空权衡
114694,133,22655,833,134,4,2022-01-05 12:12:55,449815,5,0,3,1.92,2022-01-05 09:27:57,2022-01-05 12:12:57,-1,迭代改进
114685,133,22656,829,629,0,2022-01-05 09:59:33,444570,1,873,1,6,2022-01-05 09:27:57,2022-01-05 09:59:33,-1,动态规划
114686,133,22656,830,33,1,2022-01-05 12:13:10,449822,5,0,6,0.84,2022-01-05 09:27:57,2022-01-05 12:13:10,-1,动态规划
114687,133,22656,831,41,2,2022-01-05 12:14:11,449849,6,0,61,4.38,2022-01-05 09:27:57,2022-01-05 12:14:13,-1,贪心策略
114688,133,22656,832,449,3,2022-01-05 11:53:36,449179,2,0,34,4,2022-01-05 09:27:57,2022-01-14 17:28:11,3088,时空权衡
114689,133,22656,833,445,4,2022-01-05 10:48:20,446647,1,8600,5,6,2022-01-05 09:27:57,2022-01-05 10:48:21,-1,迭代改进
114680,133,22657,829,628,0,2022-01-05 11:58:32,449319,2,0,19,4,2022-01-05 09:27:57,2022-01-14 17:28:04,3088,动态规划
114681,133,22657,830,33,1,2022-01-05 11:54:46,449207,5,0,2,0.84,2022-01-05 09:27:57,2022-01-05 11:54:48,-1,动态规划
114682,133,22657,831,41,2,2022-01-05 11:13:59,447756,2,0,23,4,2022-01-05 09:27:57,2022-01-14 17:28:06,3088,贪心策略
114683,133,22657,832,31,3,2022-01-05 11:48:29,449028,1,12209,5,6,2022-01-05 09:27:57,2022-01-05 11:48:31,-1,时空权衡
114684,133,22657,833,445,4,2022-01-05 11:41:17,448842,5,0,5,2.4,2022-01-05 09:27:57,2022-01-05 11:41:19,-1,迭代改进
114675,133,22658,829,3,0,2022-01-05 12:09:24,449710,5,0,4,0,2022-01-05 09:27:57,2022-01-05 12:09:25,-1,动态规划
114676,133,22658,830,33,1,2022-01-05 10:49:50,446702,1,9890,6,6,2022-01-05 09:27:57,2022-01-05 10:49:51,-1,动态规划
